Created At,Tweet Id,Tweet,Length,Prediction
2020-10-19 23:56:29,1318340274414903296,"RT @RobertCahaly: Our new @trafalgar_group #2020Election #BattlegroundState #WIpoll conducted Oct 14-16 shows a shrinking Biden lead: 
47.6…",140,Biden
2020-10-19 23:56:00,1318340152218050560,RT @PascoDems: Seeing any Voting Irregularities in Florida? Save this number and call if you or anyone you know is! @PascoDems @JoeBiden @K…,140,Biden
2020-10-19 23:55:37,1318340055279243264,RT @AlArabiya_Eng: Rapper-turned-actor @50Cent announces that he will vote for @realDonaldTrump in November as the incumbent US president f…,140,Trump
2020-10-19 23:55:24,1318340001919344640,There have been cases where someone got TEN #2020Election Ballots with TEN different names!  Can @GavinNewsom be th… https://t.co/hIBkLNA1qP,140,Biden
2020-10-19 23:55:07,1318339928984608768,RT @lorytrailrunner: Were you evacuated and in the turmoil of gathering everything you thought you needed you forgot your ballot? Go to thi…,140,Biden
2020-10-19 23:55:03,1318339911586664449,Updated - Q: Where can I drop off my absentee ballot? See the answer to this and other #2020Election frequently ask… https://t.co/wZeCXhr2DE,140,Biden
2020-10-19 23:54:56,1318339885565202432,Who did you vote for in the democratic primary? #BidenHarris2020 #BlueWave2020 #Bernie2020 #Warren #BidenCoalition… https://t.co/YBt5oB2OLY,139,Biden
2020-10-19 23:54:39,1318339812743577600,@RepAdamSchiff #RidTheTurdNovember3rd #VoteBlueToSaveAmerica #BidenHarris2020Landslide #2020Election,100,Biden
2020-10-19 23:54:26,1318339756305076224,"Vote!!! #2020Election 
#Election2020 #DonaldTrump #DonaldJTrump #PresidentTrump #MikePence #president #vp… https://t.co/7MI8NbuM1j",130,Trump
2020-10-19 23:54:00,1318339648205279233,"Colorado, check your ballot's status and verify it's been approved for counting! Go to: https://t.co/OSqQDi0I49 &amp; c… https://t.co/ETSxoCL6II",144,Biden
2020-10-19 23:53:26,1318339507087867904,Ask yourself: why are they trying to make it harder for you to vote? #VoterSuppression #2020Election # https://t.co/Cw1ZPzABSF,126,Biden
2020-10-19 23:53:25,1318339500733583360,To my friends in the media covering voting and the #2020Election: I co-authored an ebook with @CelesteKatzNYC that… https://t.co/vHYkKBxYXf,139,Trump
2020-10-19 23:52:49,1318339349608628225,"Tomorrow, we're sharing our #newestblog on how #Tymeyt and #Pandefuse work together. The blog details specific ways… https://t.co/3t5W4YxUTd",140,Biden
2020-10-19 23:52:00,1318339147241836547,"🕐UPDATE TIME...🕗

🎃👻 11 Days Until #Halloween 
🗳️🇺🇸 14 Days Until #USElection 
🌽🦃 37 Days Until #Thanksgiving 
☃️🏂🏻… https://t.co/ASRUEFuLeE",140,Biden
2020-10-19 23:51:49,1318339098264981510,RT @UnitedWay: Have questions about how to submit your absentee ballot? Need to ask a question about your voter registration status? Use ou…,140,Biden
2020-10-19 23:51:45,1318339081135214592,"RT @CalEndow: Today is THE LAST day to register to #Vote and not need a provisional ballot.

The #2020Election ends November 3rd. Avoid las…",140,Biden
2020-10-19 23:51:39,1318339057060093952,"Tonight is the final #CityMJ City Council meeting for Councillors Brian Swanson, Scott McMann and Chris Warren, who… https://t.co/hWoDDvoRVA",140,Trump
2020-10-19 23:51:15,1318338956124057600,"RT @RobertCahaly: Our new @trafalgar_group #2020Election #BattlegroundState #MIpoll conducted Oct 11-14 still shows a  thin Trump lead: 
46…",140,Biden
2020-10-19 23:50:40,1318338812037222409,Early voting begins in crucial #Florida as campaign enters closing stretch #TrumpVsBiden #USelection -… https://t.co/lDBDF9Awpk,127,Biden
2020-10-19 23:50:35,1318338787676688390,Tu Voto es Tu Voz! No fancy sticker but what matters is that I voted! #votenraza #2020election https://t.co/gFhLHXdlW3,118,Biden
2020-10-19 23:50:23,1318338739865878529,JustSaying.. Fuck Trump #HunterBidenEmails #Hunterbidenlaptop #HunterBiden #Election2020 #2020Election… https://t.co/Z9yCqYLYVd,127,Trump
2020-10-19 23:50:18,1318338715903733761,RT @BostonElections: Are you registered to vote in #Boston? The @CityOfBoston is reminding residents to register to vote NOW! The deadline…,139,Biden
2020-10-19 23:50:16,1318338709574410240,RT @colbertlateshow: Looking to vote early? #BetterKnowABallot has all of the information you need. Take a look at all the states that you…,139,Trump
2020-10-19 23:49:54,1318338617811570692,Why must every presidential election have a weiner-related October surprise? #AnthonyWeiner #JeffreyToobin #OctoberSurprise #2020Election,137,Biden
2020-10-19 23:49:54,1318338615152443392,Vote like your life depends on it #Vote #Vota #2020Election https://t.co/Qj3n5l1fN7,83,Biden
2020-10-19 23:45:43,1318337564412006400,"RT @KTVU: Today is the last day to register to vote online in California. We have resources available for you, including what to do if you…",139,Trump
2020-10-19 23:45:27,1318337497932455936,"RT @rgoodlaw: Authoritarian-minded leaders have a playbook for trying to hold onto power.

Americans can learn from other countries when a…",139,Biden
2020-10-19 23:45:02,1318337394270261252,Are you registered to vote in #Boston? The @CityOfBoston is reminding residents to register to vote NOW! The deadli… https://t.co/4wZNsgyXxg,140,Biden
2020-10-19 23:44:56,1318337365509799937,RT @AndrewLSeidel: This is why Trump wants #AmyConeyBarrett  on the court in time to hear his challenges to the #2020Election. The Biden Ha…,140,Biden
2020-10-19 23:44:35,1318337280290021376,RT @BrittniHulling1: Who cares is 50 cent endorses Trump? Y'all want people to vote UNLESS it's not with what YOU agree with. THIS is why m…,140,Trump
2020-10-19 23:44:14,1318337191542751233,This could prove a very significant ruling and it shows just how big the #Barrett addition to the court could be. R… https://t.co/uoAeQMOzyN,140,Biden
2020-10-19 23:44:13,1318337186111066112,now I know how the Hobbits felt waiting to learn whether the one ring made it into mount doom #2020Election,107,Biden
2020-10-19 23:43:46,1318337074416685056,I voted in the advance poll today. No line up. Took me 5 minutes. Sorry America 😐 #BCelxn2020 #bcpoli #USElection… https://t.co/dXuyHm2gG7,138,Biden
2020-10-19 23:43:04,1318336895315836928,"MY SCIENTIFIC BREAKDOWN⬇️⬇️
Of who will win #2020Election.  Please share with all #Skeptics!
@DragTheI… https://t.co/lUf4yQPRor",127,Biden
2020-10-19 23:43:02,1318336890173591554,"RT @KeriLeighMerrit: Aptly describing #whitesupremacy as “the most powerful drug in America,” @ProfCAnderson ends our interview by offering…",140,Trump
2020-10-19 23:42:58,1318336873920491520,"RT @KeriLeighMerrit: Listen on your fave #podcast here!

We discuss the state of American democracy, &amp; @ProfCAnderson points out several ar…",144,Biden
2020-10-19 23:42:35,1318336777464274944,#2020Election #BidenHarris2020 #RidTheTurdNovember3rd https://t.co/Qkd5wXLxKe,77,Biden
2020-10-19 23:42:15,1318336691359281155,Representative Bob McDermott files Notice for 10/19/20 fundraiser https://t.co/trDrsTkXNW #2020Election #HIFundraiserNotices,124,Biden
2020-10-19 23:41:51,1318336590469566464,Oh sNap! *   #biden #hunterbidenlaptop #criminal #trump #2020election https://t.co/Ta8iR4RYyy,93,Trump
2020-10-19 23:41:20,1318336460060241920,About 2 more weeks until the #2020Election. Make sure you vote for our great #President on #Nov3. We need… https://t.co/8q2NxWe3ja,130,Trump
2020-10-19 23:40:32,1318336257790017536,RT @Bazinga_Paladin: @JohnJHarwood Is this a ploy by the Trump team to back out of the debate because of the fear at what Trump might do or…,140,Trump
2020-10-19 23:39:35,1318336021784821766,"Don't wait to request your ballot! 
⏱️is ticking
⌛️the longer you wait the greater the risk you will not receive it… https://t.co/EaKEHahVUV",140,Biden
2020-10-19 23:39:32,1318336009537421312,"RT @RobertCahaly: Our new @trafalgar_group #2020Election #Ohio #BattlegroundState #poll conducted Oct 1-3 shows a Trump lead: 
43.9% @JoeBi…",140,Biden
2020-10-19 23:39:12,1318335924430753792,RT @RobertCahaly: Our new @trafalgar_group #2020Election #Arizona #BattlegroundState #poll conducted Oct 6-8 shows Trump expanding his lead…,140,Trump
2020-10-19 23:39:09,1318335909729718272,"RT @CCollinsShow: Millennials are the LARGEST voting population in the country! This is our election. This is the Millennial Vote!🇺🇸

https…",140,Biden
2020-10-19 23:38:46,1318335814883962880,"RT @RobertCahaly: Our new @trafalgar_group #2020Election #LA #poll conducted Oct 4-6 shows a significant Trump lead with:
54.1% @realDonald…",140,Trump
2020-10-19 23:38:37,1318335775415566336,RT @RobertCahaly: Our new @trafalgar_group #2020Election #FL #BattlegroundState #poll conducted Oct 11-13 shows Trump maintaining a lead wi…,140,Trump
2020-10-19 23:38:08,1318335653789270016,"Obligatory #2020election🇺🇸 
I Voted selfie... https://t.co/91XLDoaBs2 https://t.co/Fc9wvwFn6x",93,Biden
2020-10-19 23:38:02,1318335630527561728,"I’m shocked as anyone that I’m into this new show on #MSNBC. Yes it borrows a lot from The #HandmaidsTale, but - he… https://t.co/TGK5mRCr5v",140,Trump
2020-10-19 23:37:37,1318335526819319808,RT @Crimson_Faith88: Hey #NewHampshire Voters! Go out and support your great @Gop candidate @CorkyForSenate tomorrow night at Murphy’s Tap…,139,Trump
2020-10-19 23:37:21,1318335456992464897,#EarlyVoting #GoVote #civicduty #2020Election https://t.co/SloC6WFvDk,69,Biden
2020-10-19 23:37:05,1318335392740003841,Joe's plan will turn 50 into a wanksta...he's done told y'all in '02 that he's not one of those. #50cent #2020Election #DadJokes,128,Trump
2020-10-19 23:36:22,1318335210497323008,President Trump and Rush Limbaugh - Welcome to the Largest Radio Rally i... https://t.co/14B7aG9KJL via @YouTube… https://t.co/3QI0KdSnjZ,137,Trump
2020-10-19 23:35:57,1318335105274834944,RT @cscutari: Wow! People are really catching onto this whole #voting  thing in #AZ. 🗳️ #2020Election @maricopacounty,117,Biden
2020-10-19 23:35:35,1318335013155491842,@bas9295 #ohio #ohioforJorgensen #2020Election @Jorgensen4POTUS,63,Biden
2020-10-19 23:34:58,1318334860818149376,This is voting during a pandemic. #2020Election https://t.co/o1ScaAxLdM,71,Biden
2020-10-19 23:34:54,1318334843143524352,This woman is my hero! God bless her! #womenwithguns #ISaidWhatISaid #2020Election #2AShallNotBeInfringed… https://t.co/w747ZQ8oUJ,130,Trump
2020-10-19 23:33:31,1318334495754432514,RT @J_O_N_A_T_R_O_N: A bunch of my neighbors had their mailboxes broken into last night- their ballots were stolen and nothing else. I live…,140,Biden
2020-10-19 23:33:21,1318334452230127623,@Jim_Jordan suppression of conservatives. #2020Election  #Conservative #facebookdisabledme https://t.co/a4UnQpchQn,114,Biden
2020-10-19 23:33:18,1318334439945084931,"I voted 🗳 today!! Easy, fast and well organized! 👏🏻👏🏻 #COVID19 #2020Election 🇺🇸 #blessed 🙏 https://t.co/NJUUaOrYch",114,Trump
2020-10-19 23:32:30,1318334238790397953,Photos Show Big Car Parade For Trump In Puerto Rico https://t.co/JZq3YkdOZc #2020 #2020Election #DonaldTrump via @jakepalmieri,126,Trump
2020-10-19 23:32:14,1318334172520456192,"@KDKA #bullshit if you cannot vote by November 3rd, #youdidntvote #blameyourself #electionfraud #2020Election",109,Biden
2020-10-19 23:31:49,1318334064936574977,https://t.co/omBPms65df #TRUMP2020ToSaveAmerica #Tsunami #earthquake #atlanta #911iscoming #2020Election #twerk #funny,118,Trump
2020-10-19 23:31:42,1318334037950451719,"RT @USATODAY: Ahead of the #2020election, ""Whose Vote Counts"" examines the rhetoric and realities around mail-in ballots, and how the pande…",140,Biden
2020-10-19 23:31:21,1318333950763388929,"RT @AGBecerra: CALIFORNIANS:  today is the LAST DAY to register online to vote before the #2020election.

No matter who you support, do not…",140,Biden
2020-10-19 23:31:04,1318333877367308289,"RT @CBS_Herridge: NEW + READ #2020Election Republican @SenRonJohnson letter to @FBI Director Wray today
that on Sept 24, the day after his…",139,Biden
2020-10-19 23:30:27,1318333722148720641,@RealJamesWoods @TheBabylonBee The Great #BabylonBee Feast! #2020Election #MAGA2020,83,Trump
2020-10-19 23:30:04,1318333625184718848,"Join us in an hour to hear from @ossoff and @ReverendWarnock! #2020Election 
https://t.co/HyfHHkg9Xl https://t.co/QJu8vtlNgk",124,Biden
2020-10-19 23:29:58,1318333601553944576,"#MAILINBALLOTS #BALLOTS4PA #2020ELECTION #TRUMPISLEADING !
Contents
1State agencies
2Airport Police Agencies
3Count… https://t.co/viHOLpwq5t",140,Biden
2020-10-19 23:29:40,1318333525423280130,@adamliptak .#chief Justice Roberts strikes again! Saved unconstitutional Obamacare now joins Joe Biden's campaign… https://t.co/RmCeE8fAnn,139,Biden
2020-10-19 23:29:23,1318333451842408450,Wow! People are really catching onto this whole #voting  thing in #AZ. 🗳️ #2020Election @maricopacounty https://t.co/Mk5Qgfe4tB,127,Biden
2020-10-19 23:29:15,1318333420905385985,This is why Trump wants #AmyConeyBarrett  on the court in time to hear his challenges to the #2020Election. The Bid… https://t.co/kqNCVoJgsP,140,Trump
2020-10-19 23:28:56,1318333339556859904,"Trump said Dr Fauci is a disaster and also a nice guy, he as been here for almost 500 years... GOD TRUMP IS A FOOL… https://t.co/lb8Dcbs1n5",139,Trump
2020-10-19 23:28:54,1318333330740346881,RT @BernCoClerk: #ICYMI Voters across the metro area wait in long lines to cast their early ballot #BeTheVote #2020Election #VoteReady #Vot…,140,Biden
2020-10-19 23:28:33,1318333242530009089,Rapper-turned-actor @50Cent announces that he will vote for @realDonaldTrump in November as the incumbent US presid… https://t.co/h8dvKwJOR7,140,Trump
2020-10-19 23:28:21,1318333192550703104,"So Trump is trialing by double digits - are we really surprised they’re looking to play the “Hey, what about those… https://t.co/FbVsXHKrrw",139,Trump
2020-10-19 23:28:20,1318333188301873152,You cannot make this up #USElection  https://t.co/1jS8Oe5Kfd,60,Trump
2020-10-19 23:28:10,1318333146811617280,"Kid just showed me this HOW COOL ... make your own predictions...
Check out this 2020 election forecast via… https://t.co/w0F2wMkqms",132,Trump
2020-10-19 23:27:40,1318333021418934273,"It will be so inexperienced to say Joe Biden got this election 100% #VoteJoeBiden 
#2020Election 
#DemocraticParty",114,Biden
2020-10-19 23:27:22,1318332945875324928,@JoeBiden will you ever address the 1994 crime bill???? #2020Election #2020TrumpLandslide #2020debate,101,Biden
2020-10-19 23:27:09,1318332892670513152,Speaks for itself... #2020Election https://t.co/1mbbt2X1Yr,58,Biden
2020-10-19 23:26:55,1318332832595513349,"@G_TheOriginal @realDonaldTrump 1) Outsider, businessman, trade deals, &amp; his name was known around the 🌎 before try… https://t.co/Abyw8ZwUJ5",144,Trump
2020-10-19 23:26:47,1318332798722211840,RT @abc7newsbayarea: IMPORTANT REMINDER! Today is the final day to register to vote in California for the #2020Election. https://t.co/20NYB…,140,Biden
2020-10-19 23:26:32,1318332738496307201,#2020Election https://t.co/koD9yddcEs,37,Biden
2020-10-19 23:26:28,1318332720137662467,RT @gregtbishop: @realDonaldTrump Just arrived today in the mail... MY “FRAUDULENT” MAIL-IN BALLOT that has been successfully part of our d…,140,Biden
2020-10-19 23:26:01,1318332605188788225,RT @acrl94: Started my day off with a staff call from @realDonaldTrump and ended it with another Trump Bus Tour 🇺🇸 #LeadRight #2020Election…,140,Trump
2020-10-19 23:25:42,1318332527359262725,Unreal. Benedict Arnold would be proud of John Roberts. #2020Election #VoterFraud #ElectionIntegrity https://t.co/lnimLXvAae,124,Biden
2020-10-19 23:25:31,1318332479867097088,@Jacob_S_Hacker Enterate cómo esto afecta a las #Elecciones2020 🇺🇸 en la entrevista completa:… https://t.co/VMUNprSfG5,118,Trump
2020-10-19 23:25:21,1318332439404728321,The only guarantee in the #2020election:  There WILL DEFINITELY be a racist in the White House.,95,Biden
2020-10-19 23:24:53,1318332320990941184,"RT @ILPAlameda: Today is the last day to register for 2020 voting! You can register to vote online at https://t.co/JRdlvpfHsO
#acilp #vote…",139,Biden
2020-10-19 23:24:00,1318332099728830467,"@GOP https://t.co/Idj7ZdePEM
#2020Election #Election2020 
Should be our usa anthem",82,Biden
2020-10-19 23:24:00,1318332097195540482,"Racist @JoeBiden quotes ""Poor Kids Are Just as Bright and Just as Talented as White Kids"", “If you have a problem f… https://t.co/NWLnRBXgu5",140,Trump
2020-10-19 23:22:47,1318331792257093635,@KerryNBC @NBCNews @TODAYshow Proud of Mamacuya... she is my grandmom...if she can vote everybody can vote...#2020Election #Vote,128,Biden
2020-10-19 23:22:29,1318331717598498817,How goods Trump everyone? Making crap up against a global (and declining) energy giant. Unreal. #Truth #USElection… https://t.co/vrDquXGsqq,139,Trump
2020-10-19 23:22:27,1318331709012742146,There is one thing I’ll never understand about Trump supporters. They preach America is the greatest country around… https://t.co/l0blWfp2j1,140,Trump
2020-10-19 23:22:04,1318331614460473344,#2020Election #IVotedBidenHarris https://t.co/CeKdbGxcCp,56,Biden
2020-10-19 23:21:47,1318331539474673665,RT @BernCoClerk: #ICYMI Early voters show up for busy first day of in-person voting #BeTheVote #2020Election #VoteReady #Vote #nmpol https:…,140,Biden
2020-10-19 23:21:20,1318331429198000129,Were you evacuated and in the turmoil of gathering everything you thought you needed you forgot your ballot? Go to… https://t.co/HNo7C21Qhr,139,Biden
2020-10-19 23:21:12,1318331394460950530,Voting for anyone other than me makes you a communist. #2020Election,68,Biden
2020-10-19 23:21:02,1318331351452450816,#2016Election #2020Election #FiveThirtyEightPodcasts #JoeBiden Politics Podcast: Why Biden’s Lead Is Different https://t.co/VFboME0kbG,134,Biden
2020-10-19 23:20:59,1318331340585041922,"Why are the politics of California so different from Texas, with similar demographics? Voter suppression in the Lon… https://t.co/23OgHExlVk",140,Biden
2020-10-19 23:20:45,1318331280812101632,My favorite sign so far. Fuck them all. Scrap the whole damn thing and start over. #2020Election https://t.co/25DjlEH5Wi,120,Biden
2020-10-19 23:20:26,1318331201829076993,Have a good election everyone #VoteLikeYourLifeDependsOnIt #Vote #VoteEarly #Vote2020  #DitchMitch #Election2020… https://t.co/vT0VFg23Mz,137,Biden
2020-10-19 23:19:57,1318331080852766720,RT @ikhlaqgohar: A discussion - What is a Cult? Sufi Online with Sufi Younus AlGohar | ALRA TV | 5 October 2020 https://t.co/j9lDdD3yro via…,140,Trump
2020-10-19 23:19:41,1318331014427672577,Started my day off with a staff call from @realDonaldTrump and ended it with another Trump Bus Tour 🇺🇸 #LeadRight… https://t.co/GxB8CkPJC0,138,Trump
2020-10-19 23:19:27,1318330954105147393,#2020Election will be about Independents. I don't know of  any Independents like myself who support #Socialism… https://t.co/ciHarXR52g,135,Trump
2020-10-19 23:19:11,1318330885784145921,"I'm just saying, Texas going blue would be AMAZING! #USElection",63,Biden
2020-10-19 23:19:08,1318330874870550528,Ben absolutely nailed it. #2020Election https://t.co/8jCSJn7Oqp,63,Biden
2020-10-19 23:18:10,1318330632515309569,Hey #NewHampshire Voters! Go out and support your great @Gop candidate @CorkyForSenate tomorrow night at Murphy’s T… https://t.co/Fz5RNv7axO,140,Trump
2020-10-19 23:17:49,1318330544741113857,"RT @CANativeVote: Today is the last day to register to vote online or by mail! 
How will you be voting in the #2020Election? You can vote b…",140,Biden
2020-10-19 23:17:35,1318330485739839488,"RT @HappsNews: #LIVE: Trump Campaign Stop - Tucson, Arizona w/ @rosenwald_eric. Follow Eric Rosenwald on Happs for more live coverage: http…",140,Trump
2020-10-19 23:16:51,1318330301643444225,RT @VAArk: Eligible to #Vote in #Pennsylvania but not registered? Today is the last day to #RegisterToVote for the #2020Election https://t.…,140,Biden
2020-10-19 23:16:38,1318330244626087936,@marcmaron I think we should all be tweeting like crazy until the election to help get people away from bots #2020Election,122,Trump
2020-10-19 23:16:02,1318330092729192448,Officially dropped off my #MailInBallot ! This election is SO IMPORTANT! PLEASE #Vote #VoteEarly #2020Election… https://t.co/bmAAJzZcH7,135,Biden
2020-10-19 23:15:34,1318329976916217863,Dropped my ballot off at the election office! Come on America don't disappoint me like you did in 2016.… https://t.co/DcAiU4NJ3l,128,Biden
2020-10-19 23:15:09,1318329871521574913,Got my ballot in. #VoteLikeYourLifeDependsOnIt #2020Election #BidenHarris https://t.co/SLZa3cg6OU,97,Biden
2020-10-19 23:15:04,1318329850281795584,"What are the likely outcomes of these 2 major fights going on in the #Senate?  

#democrathouse #republicansenate… https://t.co/IssE0Wn4K8",138,Trump
2020-10-19 23:15:01,1318329839074627591,"Ahead of the #2020election, ""Whose Vote Counts"" examines the rhetoric and realities around mail-in ballots, and how… https://t.co/K7WEapYfcS",140,Biden
2020-10-19 23:15:01,1318329836260253699,"RT @LEAD_Coalition: #HealthCare in the 2020 Presidential Election: Issues Important to Older Americans https://t.co/945UUIGfRb 

#2020Elect…",140,Biden
2020-10-19 23:14:46,1318329774230691840,#2020Election https://t.co/YpCtVgwv6O,37,Biden
2020-10-19 23:14:06,1318329608295665664,"@realDonaldTrump is truly dangerous. He is a national security risk. #trumpsupporter’s, look at all the facts befor… https://t.co/AHaG2CM0dG",140,Biden
2020-10-19 23:13:55,1318329562661482496,#VOTE #2020Election https://t.co/vwOa4esGlU,43,Biden
2020-10-19 23:13:49,1318329537759903744,#2020Election @JoeBiden @realDonaldTrump https://t.co/9yjKhrJExd,64,Biden
2020-10-19 23:13:05,1318329351432187904,"The #2020Election is our chance to support bold action on climate change, nuclear weapons, and stand up for science… https://t.co/0EVDnLjON6",140,Trump
2020-10-19 23:12:14,1318329138994802688,RT @conserv_tribune: The interview took a turn as soon as Lara Trump mentioned 'cognitive decline.' #2020election #CNN #DonaldTrump #establ…,140,Trump
2020-10-19 23:12:08,1318329112675667973,"RT @maia4earth: Last week, I mailed 100 @sunrisemvmt postcards to #GetOutTheVote

Today, I voted! 

Did you?

#2020Election #VoteEarly #Vot…",140,Biden
2020-10-19 23:11:56,1318329062734127111,"Can we please give hourly workers who are trying to vote during their very short break a leg up? 
#LetThemCut… https://t.co/MNTUcjaanG",134,Biden
2020-10-19 23:11:51,1318329043058503680,Nice Summary on why Trump in 2020 #ElectionDay #CivilWar #MondayMotivation #MondayThoughts #2020Election… https://t.co/V5trLbr3Gw,129,Trump
2020-10-19 23:11:46,1318329018828062722,"Avengers, Assemble!! #2020Election https://t.co/q79IIa97Md",58,Biden
2020-10-19 23:11:45,1318329014558347264,"RT @KeriLeighMerrit: And be sure to stay tuned next week for my interview with the academic ROCKSTAR💫 of Twitter, @KevinMKruse. 

Sooo exci…",140,Trump
2020-10-19 23:11:22,1318328920165343232,"""I wanted to vote for Bernie Sanders, but I'm voting for @JoeBiden because it's a team sport.""

What a great quote… https://t.co/NhZME26Zr8",139,Trump
2020-10-19 23:10:34,1318328718230773762,RT @Buffalo95847: @CaslerNoel @realDonaldTrump Seems likely he had help in the NY FBI office. Some connected to Trump Tower gambling scanda…,140,Trump
2020-10-19 23:10:07,1318328604082790404,@moorehn The most disturbing aspect of the story is the revelation that Jeffrey Toobin’s Trump Derangement Syndrome… https://t.co/FMKAWr7Uik,140,Trump
2020-10-19 23:09:11,1318328370313166848,A message from Michigan Secretary of State. #VoteLikeYourLifeDependsOnIt #2020Election https://t.co/pOq0XS79t8,110,Biden
2020-10-19 23:08:46,1318328267213070336,RT @andy_chow: Early voting in Franklin County is still attracting a big line even in the rain. Voters say the line might look long but it…,139,Trump
2020-10-19 23:08:30,1318328199647006720,"#DaysTillElection: 14
“We have the ability to affect more change in a day in the White House than we will have in a… https://t.co/jhLh9Vwbfa",140,Biden
2020-10-19 23:08:26,1318328179531141126,اگه دیدید کسی با استناد به نتیجۀ نظرسنجی‌ها، از پیروزی قطعی #بايدن بر #ترامپ میگه، بدونید که هیچی از #آمار حالیش نی… https://t.co/T5Yj1SAoV0,140,Trump
2020-10-19 23:08:06,1318328098182647808,Who cares is 50 cent endorses Trump? Y'all want people to vote UNLESS it's not with what YOU agree with. THIS is wh… https://t.co/8Qvq4PsbzP,140,Trump
2020-10-19 23:07:35,1318327967525736449,"[Trump Campaign HQ]

(Trump Enters)

Okay, we gotta win this like 2016! You, (points) dig up some email shit. You,… https://t.co/xDZzq0529P",139,Trump
2020-10-19 23:07:25,1318327924307623936,"International trade policy will play a significant role in the #USElection, as many consider #trade a key determina… https://t.co/fXV0hwd8lh",140,Biden
2020-10-19 23:07:08,1318327856271921161,"My last share is this quote from a senior-aged #voter who had to re-do her #ballot after making a marking error: ""N… https://t.co/Ix6aW6FYYi",140,Biden
2020-10-19 23:06:54,1318327794456268805,"Southwestern University students reflect the nation’s diversity of political stances.

#BeSouthwestern… https://t.co/URuyZagyOS",127,Trump
2020-10-19 23:06:44,1318327752076849152,"RT @Angela_C_White: Confused about election rules and regulations in your state? https://t.co/ChmPmuhkAJ has the answers.

#vote2020 #2020E…",140,Biden
2020-10-19 23:06:30,1318327694208208899,"RT @RichJaeger: #2020Election 

Biden-China-Iran. https://t.co/6Gs7wfGXky",73,Biden
2020-10-19 23:06:00,1318327570170056709,"RT @RichJaeger: #2020Election 

We've been exposing this fact for over four years!

Why is the media (just now) exposing this massive threa…",140,Trump
2020-10-19 23:05:26,1318327424824659970,My ballot has been accepted!!! #2020Election,44,Biden
2020-10-19 23:05:19,1318327398799151104,"Good , but it's time to Harden the Canadian Border till after the #USElection  ! https://t.co/dxLBVnFRat",104,Biden
2020-10-19 23:05:17,1318327387260551168,"Last week, I mailed 100 @sunrisemvmt postcards to #GetOutTheVote

Today, I voted! 

Did you?

#2020Election… https://t.co/gseio7RLGn",132,Biden
2020-10-19 23:05:14,1318327377726824448,"Opinions are heated, debates ensue, relationships get strained. With the #USElection here, I gave some advice on na… https://t.co/yM3w0LqQFm",140,Trump
2020-10-19 23:05:03,1318327328309727232,https://t.co/arP5y0xG4I @BostonGlobe #2020Election #politics #Corruption,72,Biden
